time,count,activity
2026-05-02 12:37:40.248743,0,Low
2026-05-02 12:37:40.363637,0,Low
2026-05-02 12:37:40.467764,0,Low
2026-05-02 12:37:40.579458,0,Low
2026-05-02 12:37:40.685747,0,Low
2026-05-02 12:37:40.794204,0,Low
2026-05-02 12:37:40.904496,0,Low
2026-05-02 12:37:41.011126,0,Low
2026-05-02 12:37:41.112813,0,Low
2026-05-02 12:37:41.325628,0,Low
2026-05-02 12:37:41.424832,0,Low
2026-05-02 12:37:41.528390,0,Low
2026-05-02 12:37:41.638398,0,Low
2026-05-02 12:37:41.746871,0,Low
2026-05-02 12:37:41.851803,0,Low
2026-05-02 12:37:41.957037,0,Low
2026-05-02 12:37:42.073955,0,Low
2026-05-02 12:37:42.176197,0,Low
2026-05-02 12:37:42.291075,0,Low
2026-05-02 12:37:42.395734,1,Low
2026-05-02 12:37:42.486861,0,Low
2026-05-02 12:37:42.572248,0,Low
2026-05-02 12:37:42.671348,1,Low
2026-05-02 12:37:42.764977,1,Low
2026-05-02 12:37:42.865877,0,Low
2026-05-02 12:37:42.951530,1,Low
2026-05-02 12:37:43.041766,1,Low
2026-05-02 12:37:43.134908,0,Low
2026-05-02 12:37:43.235325,0,Low
2026-05-02 12:37:43.319003,0,Low
2026-05-02 12:37:43.419017,0,Low
2026-05-02 12:37:43.503658,0,Low
2026-05-02 12:37:43.691095,0,Low
2026-05-02 12:37:43.810803,0,Low
2026-05-02 12:37:43.917540,0,Low
2026-05-02 12:37:44.008634,0,Low
2026-05-02 12:37:44.110714,0,Low
2026-05-02 12:37:44.202126,0,Low
2026-05-02 12:37:44.322405,0,Low
2026-05-02 12:37:44.432521,0,Low
2026-05-02 12:37:44.539118,0,Low
2026-05-02 12:37:44.647815,0,Low
2026-05-02 12:37:44.767892,0,Low
2026-05-02 12:37:44.921744,1,Low
2026-05-02 12:37:45.032512,1,Low
2026-05-02 12:37:45.150397,1,Low
2026-05-02 12:37:45.304816,1,Low
2026-05-02 12:37:45.455578,0,Low
2026-05-02 12:37:45.621174,0,Low
2026-05-02 12:37:45.739710,0,Low
2026-05-02 12:37:45.922336,0,Low
2026-05-02 12:37:46.115308,0,Low
2026-05-02 12:37:46.291255,0,Low
2026-05-02 12:37:46.431770,0,Low
2026-05-02 12:37:46.542093,0,Low
2026-05-02 12:37:46.642309,0,Low
2026-05-02 12:37:46.800838,0,Low
2026-05-02 12:37:46.921503,0,Low
2026-05-02 12:37:47.020109,0,Low
2026-05-02 12:37:47.131304,0,Low
2026-05-02 12:37:47.236840,0,Low
2026-05-02 12:37:47.330059,0,Low
2026-05-02 12:37:47.418839,0,Low
2026-05-02 12:37:47.526925,0,Low
2026-05-02 12:37:47.634061,0,Low
2026-05-02 12:37:47.757418,0,Low
2026-05-02 12:37:47.871767,0,Low
2026-05-02 12:37:47.976265,0,Low
2026-05-02 12:37:48.085682,0,Low
2026-05-02 12:37:48.195162,0,Low
2026-05-02 12:37:48.313766,0,Low
2026-05-02 12:37:48.414092,0,Low
2026-05-02 12:37:48.517832,0,Low
2026-05-02 12:37:48.620674,0,Low
2026-05-02 12:37:48.733785,0,Low
2026-05-02 12:37:48.832390,0,Low
2026-05-02 12:37:48.935759,0,Low
2026-05-02 12:37:49.042678,0,Low
2026-05-02 12:37:49.146455,0,Low
2026-05-02 12:37:49.256232,0,Low
2026-05-02 12:37:49.361131,0,Low
2026-05-02 12:37:49.481595,0,Low
2026-05-02 12:37:49.590589,0,Low
2026-05-02 12:37:49.695814,0,Low
2026-05-02 12:37:49.806745,0,Low
2026-05-02 12:37:49.933336,0,Low
2026-05-02 12:37:50.032490,0,Low
2026-05-02 12:37:50.151317,0,Low
2026-05-02 12:37:50.256296,0,Low
2026-05-02 12:37:50.374341,0,Low
2026-05-02 12:37:50.493539,0,Low
2026-05-02 12:37:50.595789,0,Low
2026-05-02 12:37:50.701115,0,Low
2026-05-02 12:37:50.798063,0,Low
2026-05-02 12:37:50.912529,0,Low
2026-05-02 12:37:51.057943,0,Low
2026-05-02 12:37:51.148781,0,Low
2026-05-02 12:37:51.251821,0,Low
2026-05-02 12:37:51.360331,0,Low
2026-05-02 12:37:51.560013,0,Low
2026-05-02 12:37:51.660914,0,Low
2026-05-02 12:37:51.752609,1,Low
2026-05-02 12:37:51.857768,1,Low
2026-05-02 12:37:51.960243,1,Low
2026-05-02 12:37:52.066699,1,Low
2026-05-02 12:37:52.160265,0,Low
2026-05-02 12:37:52.261833,1,Low
2026-05-02 12:37:52.374035,1,Low
2026-05-02 12:37:52.482595,0,Low
2026-05-02 12:37:52.599266,0,Low
2026-05-02 12:37:52.694067,0,Low
2026-05-02 12:37:52.800760,0,Low
2026-05-02 12:37:52.908507,0,Low
2026-05-02 12:37:53.116912,0,Low
2026-05-02 12:37:53.330707,0,Low
2026-05-02 12:37:53.496082,1,Low
2026-05-02 12:37:53.659141,0,Low
2026-05-02 12:37:53.813820,0,Low
2026-05-02 12:37:53.961484,0,Low
2026-05-02 12:37:54.130362,0,Low
2026-05-02 12:37:54.232784,0,Low
2026-05-02 12:37:54.334894,0,Low
2026-05-02 12:37:54.452043,0,Low
2026-05-02 12:37:54.571649,0,Low
2026-05-02 12:37:54.687315,0,Low
2026-05-02 12:37:54.850481,0,Low
2026-05-02 12:37:54.953585,0,Low
2026-05-02 12:37:55.032868,0,Low
2026-05-02 12:37:55.126797,0,Low
2026-05-02 12:37:55.233574,0,Low
2026-05-02 12:37:55.344691,0,Low
2026-05-02 12:37:55.496069,0,Low
2026-05-02 12:37:55.602164,0,Low
2026-05-02 12:37:55.701914,0,Low
2026-05-02 12:37:55.782804,0,Low
2026-05-02 12:37:55.887389,0,Low
2026-05-02 12:37:56.061691,0,Low
2026-05-02 12:37:56.167133,0,Low
2026-05-02 12:37:56.261298,0,Low
2026-05-02 12:37:56.388529,0,Low
2026-05-02 12:37:56.499016,0,Low
2026-05-02 12:37:56.596862,0,Low
2026-05-02 12:37:56.699265,0,Low
2026-05-02 12:37:56.876813,0,Low
2026-05-02 12:37:57.013636,0,Low
2026-05-02 12:37:57.129552,0,Low
2026-05-02 12:37:57.274610,0,Low
2026-05-02 12:48:03.225877,0,Low
2026-05-02 12:48:03.605761,0,Low
2026-05-02 12:48:03.957157,0,Low
2026-05-02 12:48:04.193283,0,Low
2026-05-02 12:48:04.491937,0,Low
2026-05-02 12:48:04.802052,0,Low
2026-05-02 12:48:05.073361,0,Low
2026-05-02 12:48:05.370191,0,Low
2026-05-02 12:48:05.661249,0,Low
2026-05-02 12:48:05.962653,0,Low
2026-05-02 12:48:06.268905,0,Low
2026-05-02 12:48:06.552320,0,Low
2026-05-02 12:48:06.839835,0,Low
2026-05-02 12:48:07.101813,0,Low
2026-05-02 12:48:07.396945,0,Low
2026-05-02 12:48:07.674496,0,Low
2026-05-02 12:48:07.962140,0,Low
2026-05-02 12:48:08.264397,0,Low
2026-05-02 12:48:08.546483,0,Low
2026-05-02 12:48:08.859217,0,Low
2026-05-02 12:48:09.138105,0,Low
2026-05-02 12:48:09.430747,0,Low
2026-05-02 12:48:09.719952,0,Low
2026-05-02 12:48:10.018688,0,Low
2026-05-02 12:48:10.395747,0,Low
2026-05-02 12:48:10.685610,0,Low
2026-05-02 12:48:10.967348,0,Low
2026-05-02 12:48:11.248854,0,Low
2026-05-02 12:48:11.569196,0,Low
2026-05-02 12:48:11.863685,0,Low
2026-05-02 12:48:12.162424,0,Low
2026-05-02 12:48:12.462040,0,Low
2026-05-02 12:48:12.754495,0,Low
2026-05-02 12:48:13.088120,1,Low
2026-05-02 12:48:13.374082,0,Low
2026-05-02 12:48:13.662784,0,Low
2026-05-02 12:48:13.936445,0,Low
2026-05-02 12:48:14.248220,0,Low
2026-05-02 12:48:14.544674,0,Low
2026-05-02 12:48:14.828222,0,Low
2026-05-02 12:48:15.106327,0,Low
2026-05-02 12:48:15.384156,0,Low
2026-05-02 12:48:15.658595,0,Low
2026-05-02 12:48:15.934773,0,Low
2026-05-02 12:48:16.209396,0,Low
2026-05-02 12:48:16.486954,0,Low
2026-05-02 12:48:16.761482,0,Low
2026-05-02 12:48:17.041647,0,Low
2026-05-02 12:48:17.331014,0,Low
2026-05-02 12:48:17.704026,0,Low
2026-05-02 12:48:18.001747,0,Low
2026-05-02 12:48:18.267201,0,Low
2026-05-02 12:48:18.552867,0,Low
2026-05-02 12:48:18.854659,0,Low
2026-05-02 12:48:19.120234,0,Low
2026-05-02 12:48:19.387338,0,Low
2026-05-02 12:48:19.675464,0,Low
2026-05-02 12:48:19.965384,0,Low
2026-05-02 12:48:20.234950,0,Low
2026-05-02 12:48:20.521712,0,Low
2026-05-02 12:48:20.820721,0,Low
2026-05-02 12:48:21.103818,0,Low
2026-05-02 12:48:21.377005,0,Low
2026-05-02 12:48:21.644331,0,Low
2026-05-02 12:48:21.917888,0,Low
2026-05-02 12:48:22.223896,0,Low
2026-05-02 12:48:22.495737,0,Low
2026-05-02 12:48:22.801975,0,Low
2026-05-02 12:48:23.075251,0,Low
2026-05-02 12:48:23.382563,0,Low
2026-05-02 12:48:23.681840,0,Low
2026-05-02 12:48:23.980891,0,Low
2026-05-02 12:48:24.288379,0,Low
2026-05-02 12:48:24.603499,0,Low
2026-05-02 12:48:24.885337,0,Low
2026-05-02 12:48:25.166295,0,Low
2026-05-02 12:48:25.452665,0,Low
2026-05-02 12:48:25.730132,0,Low
2026-05-02 12:48:26.036635,0,Low
2026-05-02 12:48:26.355806,0,Low
2026-05-02 12:48:26.685368,0,Low
2026-05-02 12:48:27.005251,0,Low
2026-05-02 12:48:27.321289,0,Low
2026-05-02 12:48:27.640094,0,Low
2026-05-02 12:48:27.952437,0,Low
2026-05-02 12:48:28.279067,0,Low
2026-05-02 12:48:28.620172,0,Low
2026-05-02 12:48:28.917738,0,Low
2026-05-02 12:48:29.238615,0,Low
2026-05-02 12:48:29.553491,0,Low
2026-05-02 12:48:29.853067,0,Low
2026-05-02 12:48:30.208903,0,Low
2026-05-02 12:48:30.528816,0,Low
2026-05-02 12:48:30.838474,0,Low
2026-05-02 12:48:31.177722,0,Low
2026-05-02 12:48:31.500650,0,Low
2026-05-02 12:48:31.809669,0,Low
2026-05-02 12:48:32.116150,0,Low
2026-05-02 12:48:32.463147,0,Low
2026-05-02 12:48:32.779100,0,Low
2026-05-02 12:48:33.093583,0,Low
2026-05-02 12:48:33.417171,0,Low
2026-05-02 12:48:33.780103,0,Low
2026-05-02 12:48:34.100968,0,Low
2026-05-02 12:48:34.430305,0,Low
2026-05-02 12:48:34.783807,0,Low
2026-05-02 12:48:35.134178,0,Low
2026-05-02 12:48:35.480308,0,Low
2026-05-02 12:48:35.794212,0,Low
2026-05-02 12:48:36.106536,0,Low
2026-05-02 12:48:36.392079,0,Low
2026-05-02 12:48:36.685735,0,Low
2026-05-02 12:48:36.950804,0,Low
2026-05-02 12:48:37.263753,0,Low
2026-05-02 12:48:37.585887,0,Low
2026-05-02 12:48:37.918064,0,Low
2026-05-02 12:48:38.234335,0,Low
2026-05-02 12:48:38.563100,0,Low
2026-05-02 12:48:38.864157,0,Low
2026-05-02 12:48:39.159512,0,Low
2026-05-02 12:48:39.452570,0,Low
2026-05-02 12:48:39.786453,0,Low
2026-05-02 12:48:40.067560,0,Low
2026-05-02 12:48:40.371866,0,Low
2026-05-02 12:48:40.695933,0,Low
2026-05-02 12:48:40.966173,0,Low
2026-05-02 12:48:41.261595,0,Low
2026-05-02 12:48:41.574647,0,Low
2026-05-02 12:48:41.863771,0,Low
2026-05-02 12:48:42.377486,0,Low
